,date_info,name,title,content,rating
3139,Reviewed in India on 31 July 2020,Nilesh Bhikaji Dhoke,Perfect mobile in today's condition,"Samsung M31 comes with 6GB RAM and 128 GB storage space is like mini computer with decent handling speed.. Battery of 6000 MAH is another plus point. Phone comes with nice 64 MP Quard camera and quality of photos is also Best. In first month of its launch phone was not available in offline stores or online also, when restriction eased out I got this phone with in 3 days of order. With battery of 6000 MAH we can use this phone in online classes for kids in current lockdown time. Happy with overall performance of the phone. Only thing is its not thin but we can manage",5.0 out of 5 stars
3140,Reviewed in India on 18 May 2021,Mukesh Kumar,Screen is malfunctioning,"I have bought this Samsung M31 phone in month of Mar21. After using 2 months, it's screen suddenly has started shaking automatically. We have restarted it. Screen keys were not working post restart and it went very slow and misbehaving. Like we were pressing x while as different alphabet gets auto typed itself even if no one touch it. I had a very bad experience of this mobile, Samsung has degraded it's quality badly.. Now in this lockdown I am stuck as no service centre is operational",1.0 out of 5 stars
3141,Reviewed in India on 10 March 2020,Vinay Kumar Reddy M,"M31 value for money, but can get better. Released in a hurry.","Heat at the top-back of the phone sometimes, but not unbearable, just get scared as you're gonna have to put it over the ear.. Camera is good, a little smudgy on zoom, but captures good light and colors.. Battery backup on medium use good, full charge gives a day and a half.. Sleek in the hand.. Lag in scrolling apps even with 6+128GB is noticeable.. Wi-fi-Calling very helpful.. Product info said it had sim card pin, but box did not.. Too many system updates within first 2 days of using. Some apps crashed.. So happy to have a good camera smartphone but I believe it can be better with the 15k budget.",4.0 out of 5 stars
3142,Reviewed in India on 27 September 2020,Pradeep B.,"Over all good phone, 3.5☆","Review after using the phone for one month..... Rear Camera is not as expected.. Fingerprint sensor works slow.. Front camera is awesome.. Don't know why charging cable is that much small.. Fast charging is not that good, it takes almost 3+ hours to full charge.. Performance is awesome.. Display is awesome.. Watching videos in this phone is awesome.. Wifi calling option is very good option.. Overall rating from my side is 3.5. I have cut 1.5 because of bad rear camera and bad fast charging.",3.0 out of 5 stars
3143,Reviewed in India on 14 October 2020,Dwaipayan,Great Smartphone!,"M31 is just an awesome smartphone you can have from the brand ""Samsung"". I am using this handset for a month and it gives a great battery backup with excellent camera quality at this budget. The mobile also provides video and image stabilization at this budget and that's pretty cool. It also gives you slowmo, super slowmo as well as hyper lapse video shooting mode and what more you want from a mobile phone!!!. Only thing which I don't like is that it has a plastic back and gets scratches easily if you don't put a good back cover.",5.0 out of 5 stars
3144,Reviewed in India on 12 November 2020,Shaik Gouse,"Slim and light weight, easy handling, amazing features","Amazing... I have been using Samsung brand past 5 years and you know its mind blowing quality... I bought m31 in this festival...Simply 👌 awesome ..... No product of anybrand match with this quality at this reasonable price... experiencing new feeling with this new mob... everything is gud... blindly go for it. Amazon is best eco to purchase anykind of product with happy discounts .. ""Happy Diwali"" 💘 Amazon 💘",5.0 out of 5 stars
3145,Reviewed in India on 26 November 2020,Amazon Customer,"Good one, if you are getting below 15 K","It was an upgrade from Moto G6 and it didn't come to my expectations. Performance wise it was a flop, regular hang of OS and slow performance made many difficulty in my transaction. After the use of 3 months I was forced to change the phone. As per the price it's not worth and it's value for money if you are getting it below 15K. I should appreciate the battery life , since I was getting a life of 14-16 hrs even after continues usage of apps and calls.",3.0 out of 5 stars
3146,Reviewed in India on 30 March 2020,RAHUL NIGAM,Samsung now not expensive but extraordinary compare to other brands,First of all. thanks to amazon for speedy delivery service every time I love it.. SAMSUNG GALAXY M31 mobile is. multiple combo for every feature like. Great Battery life 2 days minimum.. Camera quality to much.. Speed performance like rocket.. Design look simple but effective.. Last not least amoled display like seven wonder color quality.. Finger print very fast.. Overall I am fully satisfied with Samsung.. And I am purchased Samsung very long time but this time Samsung give me lot of quality of product in normal price... Thanks Samsung,5.0 out of 5 stars
3147,Reviewed in India on 16 August 2020,vivek chaudhary,Don't purchase hardware problem always drops network.,Their is a problem in all m 31 units .I purchased it recently.their is a problem in networks it drops networks frequently where network availability is superior but this phone drops the network you have to restart it or take it to the aeroplane mode then networks works.this is very serious problem.i have changed sim slots also change various settings but nothing has work.finally I come to know that it's hardware problem in all m 31 units and samsung has no solution for it.so please don't purchase this phone otherwise you will regret like me.,5.0 out of 5 stars
3148,Reviewed in India on 2 June 2020,ER. Ashish,Average samsung product!!!!!,"Below avg. camera,premium quality display,below avg. speaker sound,average operating system,no lag no hang so far w.r.t ram n processor,below avg. charger n charging speed, above avg. earphone n bluetooth speaker quality,premium battery life!!!",3.0 out of 5 stars
3149,Reviewed in India on 12 July 2020,purusottam sahu,Not satisfied,"Such a worst phone... Camera quality is very bad.in day time only picture r worth taking in night it is worst.. When ever m trying to take photo directly from whatsapp half of the screen become dark,blured and wide angled view.see the attached image.this setting is changing frequently and automatically.. Battery life is just for name...it takes too much time to fully charge...n it is not a long battery life phone... There is no inbuilt applock.64 mp camera is not satisfied...my finger print sensor got disabled within 2 months of purchase.. Waste of money.not at all recommended.",1.0 out of 5 stars
